"XERXES FOODS SRL"|"35944494"|"J40/5376/2016"|"1048"|"Bucureşti"|"Bucureşti Sectorul 3"
"GLOBAL EVENTS & ENTERTAINMENT SRL"|"35944524"|"J40/5381/2016"|"1048"|"Bucureşti"|"Bucureşti Sectorul 1"
"FNK DESIGN SRL"|"35949661"|"J40/5426/2016"|"1048"|"Bucureşti"|"Bucureşti Sectorul 3"
"FOUNDER COMMUNICATION SRL"|"35949718"|"J40/5427/2016"|"1048"|"Bucureşti"|"Bucureşti Sectorul 1"
"IDEAL CARGO SRL"|"35880714"|"J40/4633/2016"|"1048"|"Bucureşti"|"Bucureşti Sectorul 3"
"GRIGORAS TRANSPORT SRL"|"35880668"|"J40/4647/2016"|"1048"|"Bucureşti"|"Bucureşti Sectorul 3"
"VLAD EMA PAN SRL-D"|"35881671"|"J40/4653/2016"|"1048"|"Bucureşti"|"Bucureşti Sectorul 5"
